feature,source_dataset,n_present,n_imputed,imputation
pd_speech_tqwt_TKEO_mean_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_mean_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_TKEO_std_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_energy_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_log_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_entropy_shannon_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_kurtosisValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_maxValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_25,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_26,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_27,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_28,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_29,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_3,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_30,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_31,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_32,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_33,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_34,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_35,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_36,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_4,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_5,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_6,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_7,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_8,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_meanValue_dec_9,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_1,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_10,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_11,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_12,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_13,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_14,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_15,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_16,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_17,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_18,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_19,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_2,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_20,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_21,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_22,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_23,Sakar2019 (PD Classification),756,240,train-fold median
pd_speech_tqwt_medianValue_dec_24,Sakar2019 (PD Classification),756,240,train-fold median
